SITEID,Name,Description,AWRC,StateID
MDFRC15,OVENS RIVER - PEECHELBA EAST - MDFRC,MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 15,,4.0
MDFRC2,MITTA MITTA RIVER - PIGS POINT,MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 2,,4.0
MDFRC3,LAKE HUME - WYMAH FERRY,MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 3,,2.0
MDFRC31,MIDDLE CREEK - WHYTES ROAD,MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 31,,4.0
MDFRC33,TALLANGATTA CREEK - D/S DRY FOREST CREEK,MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 33,,4.0
MDFRC4,LAKE HUME - TALLANGATTA,MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 4,,4.0
MDFRC8,"RIVER MURRAY - LINCOLN CAUSEWAY,ALBURY",MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 8,,2.0
MDFRC9,WODONGA CREEK - WODONGA WATER SUPPLY,MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 9,,4.0
MEHI,Mehi River Outflow - Gwydir System,,,2.0
MELMET,melbourne Regional Office Met Station,melbourne Regional Office Met Station,86071,4.0
MELROAD,Melvilles Road,Millewa monitoring site,,
MELWATE,Melvilles Waterhole,Millewa monitoring site,,
MENGMET,meningie,,24518,5.0
MENICAW,Lakes Menindee and Cawndilla,,,2.0
MENIMET,Menindee Met Station,Menindee DWR Depot,47058,2.0
MENIN16,Lake Menindee Sample site 16 ~MENININ,See WRC Menindee Lakes Storages map,42510016,2.0
MENIN19,Lake Menindee Sample Site 19,See WRC Menindee Lakes Storages map,42510019,2.0
MENIN22,Lake Menindee Sample Site 22,See WRC Menindee Lakes Storages map,42510022,2.0
MENIN23,Lake Menindee Sample Site 23,See WRC Menindee Lakes Storages map,42510023,2.0
MENIN24,Lake Menindee Sample Site 24,See WRC Menindee Lakes Storages map,42510024,2.0
MENIN25,Lake Menindee Sample Site 25,See WRC Menindee Lakes Storages map,42510025,2.0
MENIN26,Lake Menindee Sample Site 26 ~MENOUT,See WRC Menindee Lakes Storages map,42510026,2.0
MENIN28,Lake Menindee Sample Site 28,See WRC Menindee Lakes Storages map,42510028,2.0
MENINDE,Menindee Lakes,MENINDEE LAKES treated as a single storage,,2.0
MENINGI,Lake Albert at Meningie,,426630,5.0
MENININ,Inlet Channel at Lake Menindee ~MENIN16,,425025,2.0
MENINMW,Darling River D/S Menindee Main Weir,Lake Wetherell - Menindee Lakes Storage - River Darling,425034,2.0
MENINPO,Menindee Post Office,,47019,2.0
MENINSW,Menindee Lakes Under NSW Control,When Storage is less than 480/640 GL,,2.0
MENITWS,Menindee Town Water Supply,Supplied from Weir 32 Pool by Broken Hill,,2.0
MENOUT,Lake Menindee Outlet Regulator ~MENIN26,,425044,2.0
MENTOWN,Darling River - Menindee Town,,425001,2.0
MENXNSW,Extra releases from Menindee for NSW purposes,Used for Extra Releases from Menindee for NSW purposes,,
MENXVIC,Victorian extra releases from Menindee Lakes,Used for Extra Releases from Menindee for VIC purposes,,
MERANCK,MERRAN CREEK,,,2.0
MERBEIN,River Murray at Merbein,SAMPLE AT GAUGING STATION,414206,4.0
MERBPON,Murray River at Merbein - pontoon,Murray River at Merbein - pontoon,41310027,4.0
MERBPUM,MERBEIN IRRIGATION PUMPS,,,4.0
MERRETI,Lake Merreti,,,5.0
MERTUEL,MERRAN CREEK - TUELAGO ROAD,,,2.0
MERUWJ,Merran Creek U/S Wakool River Junction,,409036,2.0
MESSENG,Messengers Regulator,Hattah Lakes Regulators - Victoria ��������Samples taken from the Up stream side / Lake side,,
METROAD,Metro-Adelaide Total Usage,Metro-Adelaide Total Usage,,5.0
MFLDOF,McFarlanes,,,5.0
MHORSTP,Mt Hotham Resort STP,,,4.0
MHORSUS,Mulcra Island - Horseshoe Inlet Culvert U/S,"Penstock Gate �When LPCRUS reaches 24.1m the gate is opened, When L5 reaches 24.5m it is closed",MHORSUS,
MHORWET,Mulcra Island Horseshoe wetland,Gauge site in the wetland,MHORWET,
MIA,Murrumbidgee Irrigation Area,"Yanco, Mirool, Bener, Tabbita, Wah Wah (MIA)",,2.0
MIL,Net - Murray Irrigation Limited,MILDIV = MULWALA + WAKCAN+ PERRICO- EDWESC-,,2.0
MIL2LK9,Mildura to Lock 9,,,
MILACCT,Accounted Use by Murray Irrigation Ltd,May have Edward Escape losses removed,,
MILACTH,Aratula Creek 3,Millewa monitoring site,,
MILAMET,Milang - BOM station,,24519,
MILANG,Lake Alexandrina at Milang,,426524,5.0
MILANG,Lake Alexandrina at Milang,,A4260524,5.0
MILDMET,Mildura Airport Met Station,Mildura Airport Meteorological Station - full Weather site.,76031,2.0
MILDMRB,Mildura-Merbein Interception Scheme,RWC Salt Interception Scheme just Downstream Lock 11,,4.0
MILDUDS,River Murray D/S Mildura Weir,,414202,2.0
MILDURA,River Murray U/S Mildura Weir,,414210A,2.0
MILLACO,Aratula Creek Offtake,Millewa monitoring site,,
MILLOWS,Low Sandy,Millewa monitoring site,,
MILLPUM,MILLEWA PUMPED DIVERSION FROM MURRAY,,,4.0
MILLRPG,Rabbit Proof Gate,Millewa monitoring site,,
MILLSBE,Scotts Beach Entrance (Rock Causeway),Millewa monitoring site,,
MILNCSE,MIL Non-Credited Supply Escapes,Channel escape (not-credited),410,2.0
MILRBBH,Reed Beds Bird Hide,Millewa monitoring site,409230A,
MILSCOT,Scotts Road,Millewa monitoring site,,
MINDONA,Mindona Lake,,,2.0
MITCSTP,Mitchell STP,,,1.0
MITTA,Mitta Mitta River at Mitta Mitta,At the Omeo Highway bridge at Mitta Mitta,401202,4.0
MITTAR,Mitta Mitta River,Mitta Mitta River,,
MITTMET,MITTA MITTA MET STATION,,82068,4.0
ML1REUS,Mulcra Island - L1 Regulator U/S,"Stoplog Height - 200mm, �Stoplog Length - 1500mm, �����������stoplog No. (No. 8 x 3 bays) �24",ML1REUS,
ML5REUS,Mulcra Island - L5 Regulator U/S,"Stoplog Height = 200mm, �Stoplog Length = 1800mm, ������Stoplog No. = (No.8 x 1 Bay) �8",ML5REUS,
MLPCRDS,Mulcra Island - Lower Potterwalkagee Ck Reg D/S,,MLPCRDS,
MLPCRUS,Mulcra Island - Lower Potterwalkagee Ck Reg U/S,Stoplog height 333 mm Stoplog leng 2000mm ������������������Stoplog No. (No.13 x 3 bays) ���39,MLPCRUS,
MMSINFB,,,,
MMSRELB,,,,
MMSTORE,Mid Murray Storage,Boga Charm and Kangaroo,,4.0
MNCKUMB,"Manna Creek, upstream Manna bridge",,,2.0
MNTESC,1 McNight,,,4.0
MNWDRM,Merbein North-West Drain,Merbein North-West Drain @ U/S of Outfall to Murray River,414706,4.0
9GSMOGI,Barwon River at Mogil Mogil,,422004,2.0
MOGIL,Barwon River at Mogil Mogil,,422004,2.0
MOIRACK,Moira Creek River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
MOIRADS,Moira Creek D/S,Millewa monitoring site,,
MOIRALW,Moira Lake West,Millewa monitoring site,,
MOIRPUM,MOIRA IRRIGATION PUMPS - FROM MURRAY,,,
MOKOAN,Lake Mokoan,,,4.0
7MOLLGF,NAMOI RIVER - MOLLEE,,419039,2.0
MOLLEE,NAMOI RIVER - MOLLEE,,419039,2.0
MOLSTP,Molong STP,,,2.0
MONASH,Monash,Monash - Riverland Region,,
MONASHO,Monash Outfall at Berri Evaporation Basin,Monash Outfall at Berri Evaporation Basin,A4260697,5.0
MONCHOW,Monoman Creek at Bridge upstream Chowilla Creek,Chowilla System - South Australia,A4260576,5.0
MONCWAR,Monkeygar Creek @ u/s Western Arm Return,Monkeygar Creek @ u/s Western Arm Return,421129,2.0
MONGANS,KIEWA RIVER - MONGANS BRIDGE,,402203A,4.0
MONGIBW,Monkeygar Creek @ d/s Gibson Way,Monkeygar Creek @ d/s Gibson Way,421132,2.0
MONOMAN,Monoman Horshoe 200m downstream Chowilla Creek,Chowilla System - South Australia,A4261063,5.0
MONTANE,Snowy Murray Montane Releases,Snowy Murray Montane Releases included in RAR,,
MOOALMA,Moomin Creek @ Alma Bridge (Derra Road),Moomin Creek @ Alma Bridge (Derra Road),418061,2.0
4190270,Mooki River @ Breeza,,419027,2.0
MOOBRE,Mooki River @ Breeza,,419027,2.0
MOOCLAR,Moomin Creek @ Clarendon Bridge (Heathfield),Moomin Creek @ Clarendon Bridge (Heathfield),418067,2.0
6COMBCG,Moomin Creek @ Combadello Cutting,Moomin Creek @ Combadello Cutting,418048,2.0
MOOCOMB,Moomin Creek @ Combadello Cutting,Moomin Creek @ Combadello Cutting,418048,2.0
MOOGLEN,Moomin Creek @ Glendello,Moomin Creek @ Glendello,418060,2.0
MOOKIN,Moorook and Kingston,Moorook and Kingston,,
MOOMIN,Moomin Creek Outflow - Gwydir System,,,2.0
MOONIE,Moonie River System,,,1.0
MOONNSW,Moonie River in New South Wales,,,1.0
MOORCLD,Moorook Country Lands,Moorook Country Lands - Riverland System,,
MOORFIE,River Murray at Moorfields,,,4.0
MOORNA,River Murray at Moorna Station,,426653,5.0
MOORO5,Moorook Drain Outlet 5 (SA),Moorook Drain Outlet 5 (SA),,5.0
MOORO8,Moorook Drain Outlet 8 (SA),Moorook Drain Outlet 8 (SA),,5.0
MOOROOK,Moorook,Moorook - Riverland Region,,
MOORUS,River Murray upstream Moorook (AMTD 455.6km),River Murray upstream Moorook (AMTD 455.6km),A4261025,5.0
MOORUV,Mooki River @ Ruvigne,Mooki River @ Ruvigne,419084,2.0
6MOREEG,MEHI RIVER AT MOREE,,418002,2.0
MOREE,MEHI RIVER AT MOREE,,418002,2.0
MORGAN,River Murray - Morgan,Sample at No. 1 Pump Station,4260554,5.0
MORGMET,Morgan at Penfolds,"Incorporates two stations - 24520 (Morgan PO 34.033,139.667)",24578,5.0
MORGOTG,River Murray at Morgan Old Town Gauge (AMTD 319.5,,A4260901,5.0
MORGPUM,MORGAN TO WHYALLA PUMPS,,,5.0
MORSTP,Moree STP,,,2.0
MORTBLK,Morton Boulka Lake,,,2.0
MORTOMB,Morgan to Murray Bridge Reach,,,
MOULAME,Edward River at Moulamein,,409014,4.0
MOULMET,Moulamein Post Office Met Station,,75046,4.0
MOUTH,Murray Mouth,,,5.0
MPNSTP,Mooroopna STP,,,4.0
MRLPUMP,Murray River Level @ Main Hattah Pump Station,,MRLPUMP,
MRUFUSR,River Murray D/S Rufus River,,426200A,5.0
MSNAKLC,Snake Lagoon Crossing,,,
MSTRGDS,Mulcra Island - Stoney Crossing Regulator D/S,,,
MSTRGUS,Mulcra Island - Stoney Crossing Regulator U/S,"Stoplog Height - 200mm, �Stoplog Length - 1200mm, �����Stoplog No. (No.5 x 5 Bays) 25",MSTCRRG,
MTBCKWR,Mount Barker Creek at Williams Road,Mount Barker Creek at Williams Road,A4261098,5.0
MTBRSTP,Mt Buller Resort STP,,,4.0
MTBRYGW,Mount Bryan Groundwater Bore,,A4261150,5.0
MTBSTP,Mount Beauty STP,,,4.0
MTHDOF,Monteith,,,5.0
MTHOPE,Mt Hope Creek at Mitiamo,,407236A,4.0
MUCKDRN,Sheparton Plan - Muckatah Outfall,Muckatah Depression Drain@Numurkah Outfall,404712,4.0
MUDSTP,Mudgee STP,,,2.0
MULCRA,Mulcra,,,
MULDFML,Mulwala Diversions less returns and Loss Allowance,Mulwala Diversions less all returns and the Mulwala Loss Allowance,,2.0
MULDIV,Net Diversion from Mulwala Canal,Mulwala Canal + Perricoota - Escapes,,2.0
MULDLWC,NSW COMPONENT OF MULWALA CANAL OFFTAKE,,,
MULDVFM,Mulwala Canal net Finley Esc and Loss allowance,Mulwala Canal net diversions net of Finley Escape and Mulwala Loss allowance - For Source Accounts,,2.0
MULDVFN,Mulwala Canal net diversions,MULWALA-FINLESC-YALLESC-,,2.0
MULGUNA,Lake Alexandrina at Mulgundawa,,4260574,5.0
MULGUNA,Lake Alexandrina at Mulgundawa,,A4260574,5.0
MULLERO,MULLEROO CREEK D/S OFFTAKE (ABOVE LOCK7),,414211,4.0
MULLERS,Mullers Creek at Murray Valley Hwy,Muller Creek at Murray Valley Highway,406263,4.0
MULLRDS,Mullaroo Regulator D/S on Mullaroo Creek,,,
MULLRG1,Mullaroo Regulator on Mullaroo Creek Gate 1,,,
MULLRG2,Mullaroo Regulator on Mullaroo Creek Gate 2,,,
MULLRG3,Mullaroo Regulator on Mullaroo Creek Gate 3,,,
MULLRUS,Mullaroo Regulator U/S on Mullaroo Creek,,,
MULMDBC,MDBC COMPONENT OF MULWALA CANAL OFFTAKE,,,
MULWALA,MULWALA CANAL D/S OFFTAKE REGULATOR,,409026,2.0
MULWPER,Mulwala Canal + Perricoota Pumps,Gross Mulwala Diversions plus Perricoota Pumps,,2.0
MULWSTP,Mulwala STP,,,2.0
MUNBOAT,Mundoo Channel at Channel Drive Boat Ramp,Mundoo Channel at Channel Drive Boat Ramp,A4261128,5.0
MUNCHBD,Mundoo Channel at Mundoo Barrage (D/S),Mundoo Channel at Mundoo Barrage (Downstream),A4261041,5.0
MUNDDS,LAKE ALEXANDRINA D/S MUNDOO BARRAGES,,A4260526,5.0
MUNDIWA,CULGOA RIVER U/S COLLERINA (MUNDIWA),,422011,2.0
MUNDOO,LAKE ALEXANDRINA U/S MUNDOO BARRAGES,,A4261042,5.0
9INMUNG,Barwon River - Mungindi,,416001,1.0
MUNGIND,Barwon River - Mungindi,,416001,1.0
MUNGMET,Mungindi (Post Office),,52020,2.0
MUNGSTP,Mungallala STP,,,1.0
MUPCRDS,Upper Potterwalkage Creek Regulator D/S,,,
MUPCRUS,Mulcra Island - Upper Potterwalkagee Ck Reg U/S,"Stoplog Height - 200mm, �Stoplog Length - 1000mm, �����Stoplog No. ( No.2 x 5 Bays) �10",MUPCRUS,
MUR1MAY,Forecast Murray 1 Release next May,,,
MUR1REL,RELEASE FROM MURRAY 1 POWER STATION,,,
MURBDGE,Murray Bridge Post Office Met Station,Murray Bridge Met Stn,24521,5.0
MURBDSB,Murrumbidgee R. Balranald to Murray R.,Murrumbidgee River at Balranald to Murray River,,2.0
MURBEVA,Murrumbidgee End of Valley Account,,,2.0
MURBVIC,Murrumbidgee trading with Victoria,Direction is from Victoria to Murrumbidgee,,2.0
MURCHAN,UBE - Channels (GMW),Urban Bulk Entitlements - Channels (G-M Water),,4.0
MURCHIS,Goulburn River at Murchison,Goulburn River at Murchison,405200,4.0
MURGATE,Murray Gates,River Murray at Site of Murray Gates,,
MURGMGD,Murray GMW Gravity Districts,Murray GMW Gravity Districts,,4.0
MURGMPD,Regulated Lic. Private Diverter Murray,Regulated Licences Private Diverters - Murray GMW boundary,,
MURGMW,Murray River �(Goulburn-Murray Water),,,4.0
MURGPPD,Murray GMW Pumped Districts,Murray GMW Pumped Districts,,4.0
MURNCHA,UBE - Non Channels (GMW),Urban Bulk Entitlements - Non Channels (G-M Water),,
MURNOTH,New South Wales Other Murray Diversions,Total - Mulwala - Wakool Canal - Western Murray - Edward/Wak,,2.0
MURNRES,NSW Murray Residual Diversion,NSW Murray Diversion less MIL and Western Murray,,
MURNSW,Murray River (NSW),,,2.0
MURRABI,River Murray at Murrabit,,,4.0
MURRAY,River Murray,,,4.0
MURREGV,UBE - Regulated River (GMW),Urban Bulk Entitlements - Regulated River (G-M Water),,4.0
MURRMLD,Licensed Pumpers Regulated Licences,,,
MURRSMW,Sunraysia and FMIT System,Sunraysia and FMIT System,,
MURRUMB,Murrumbidgee River System,,,2.0
MURRVAL,Net - Murray Valley Diversions,,,4.0
MURSRW,Sunraysia Rural Water Authority,Murray - Sunraysia Rural Water Authority,,4.0
MURTRAN,Sale of Murray Water by Victoria to NSW,,,
MURTRBV,Victorian Tributary Flows d/s Albury,,,4.0
MURVIC,River Murray - Victoria,River Murray - Victoria Diversions (G-MW + Sunraysia),,4.0
MURVLIN,Total Net Diversions including Lindsay R,,,4.0
MURWMW,Other WMW,"Hazledale, Annuello, Kooloonong",,
MUT@WAK,Murphys Timber SEC outfall into Wakool R,Murphys Timber SEC outfall into Wakool R,40910131,2.0
MV3DRN,Murray Valley Drain 3 Outfall,Murray Valley Drain 3 Outfall at Sheepwash Ck,409711,4.0
MV5DRN,Murray Valley Drain 5,,,4.0
MV6DRN,Murray Valley No. 6 Drain,Murray Valley drain 6 at 2km Nth Murray Valley Hwy,409712,4.0
MVDR9,Murray Valley Drain 9,,404,4.0
MVOCESC,Murray Valley Outfall Channel 20/5,,,4.0
MWDHON,MERBEIN WEST DRAIN @ HONOUR AVENUE,MERBEIN WEST DRAIN @ HONOUR AVENUE,414701,4.0
MWDLAMB,MERBEIN WEST DRAIN @ D/S LAMBERT SWAMP,MERBEIN WEST DRAIN @ D/S OF LAMBERT SWAMP PUMP,414707,4.0
MWDUSNW,MERBEIN WEST DRAIN @ U/S OUTFALL TO NW,MERBEIN WEST DRAIN @ U/S OF OUTFALL TO NORTH WEST DRAIN,414708,4.0
MYANDET,Darling River at Myandetta,SEE DWR REPORT ON SALINE GROUNDWATER INFLOWS JUNE 1993,425038,2.0
MYCREEK,MURRAIN YARRERIN CREEK,,,
MYFDSTP,Myrtleford STP,,,4.0
MYLDNSW,Murray River Licensed Diversions - NSW,Murray River Licensed Diversions - NSW,,2.0
MYPNDOF,Myplonga North,,,5.0
MYPOLON,Mypolonga,Mypolonga - Mallee Region,,5.0
MYPOMET,Myponga Reservoir - Met Station,,23738,5.0
MYPOMP,Mypolonga and Pompoota,Mypolonga and Pompoota,,
N10SESC,No 10 Smiths,,,4.0
NAMDUNJ,Namoi River @ d/s Duncans Junction,Namoi River @ d/s Duncans Junction,419094,2.0
NAMKNAM,Namoi Valley excluding Peel,Namoi Valley - Namoi River System,,2.0
NAMOI,Namoi River System,,,2.0
NAMOIRV,Namoi River Diversions,,,2.0
7WALGET,Namoi River at Walgett,,419091,2.0
NAMWALG,Namoi River at Walgett,,419091,2.0
NANGCOL,Nangiloc Colignan Drains for BSMS,,,
NANGILO,RIVER MURRAY - NANGILOC,,,4.0
NARBSTP,Narrabri STP,,419,2.0
NARGSTP,Narrung St STP & Bomen Industrial PTP (Wagga Wagga,,410,2.0
NARIEL,NARIELCREEK AT UPPER NARIEL,200M U/S STACEY'S BRIDGE,401212,4.0
NARMINE,MACQUARIE RIVER - NARROMINE,,421006,2.0
NARNSTP,Narrandera STP,,410,2.0
11TFNAR,MURRUMBIDGEE RIVER - NARRANDERA,,410005,2.0
NARRANL,NARRAN LAKE - STORAGE,See Qcode info under measurand 1,422019,
NARRBOR,Narran River at Border,,,
NARRBRI,NAMOI RIVER - NARRABRI,,419002,2.0
NARRCRK,Narrabri Creek at Narrabri,,419003,2.0
NARRUNG,LAKE ALBERT - NARRUNG,,,5.0
NARRUNJ,Lake Alexandrina at Narrung Jetty,,426583,5.0
NATCHNT,Internal Torrumbarry Extraction for Source Accts,Internal Torrumbarry Extraction for Source Accounts,,4.0
NATDS,National Channel D/S Torrumbarry Headworks,,409701E,
NBATSTP,Batlow STP,,,2.0
NBORGLB,Glenlyon Dam Class B �Entitlement,Glenlyon Dam Class B �Entitlement - Border Rivers System,,
NBORNA,NSW Border Riv Class A entilement,,,
NBORNB,NSW Border Riv Class B Normal Security,NSW Border River Noraml Security Class B,,
NCDDOER,Nangiloc-Colignan Drain at Doerings Basin,Nangiloc-Colignan Drain at Doerings Basin,414722,4.0
NCDHEWT,Nangiloc-Colignan Drain at Hewetts Road,Nangiloc-Colignan Drain at Hewetts Road,414721,4.0
NCDHILL,Nangiloc-Colignan Drain at Hillview Outfall,NANGILOC-COLIGNAN DRAIN @ HILLVIEW OUTFALL,414725,4.0
NCDNANG,Nangiloc Colignan Drain at Nangiloc,Nangiloc Colignan Drain at Nangiloc,414724,4.0
NEBINE,Nebine River,Queensland,,1.0
NEEDOF,Neeta,,,5.0
NEGMULD,Negative component of Net Mulwala div for Accts,Negative component of Net Mulwala diversion for Accounts,,2.0
NESTRDS,Nestrons Regulator D/S,Millewa monitoring site,,
NESTREG,Nestrons River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
NETTLEG,Tandou Lake Nettlegoe,,,2.0
422012_,Narran at New Angledool 2,BSMS EOV target site,422030,2.0
NEWANGL,Narran at New Angledool 2,BSMS EOV target site,422030,2.0
NEWATER,Victorian North East Water,Urban water supplies and returns in NE Victoria,,4.0
NIEMBAR,Niemur River at Barham Rd,,409048,4.0
NIEMDLB,Niemur Drain,Niemur Drain at Levee Bank,40910116,2.0
NIEMDRN,NIEMUR DRAIN - OUTFALL,,409046,4.0
NIEMMAL,Niemur River at Mallan School,Niemur River at Mallan School,409086,4.0
NIEMNAC,NIEMUR R - NACURRIE RD,,409071,4.0
NIEMNBC,NIEMUR R - N.B.C. SYPHON,Niemur Syphon,409068,4.0
NIEMRDS,Niemur Regulator D/S,Millewa monitoring site,40922001,
NIEMUR,Niemur River Regulator,River Regulator settings - Edward River - NSW National Parks,40922001,2.0
NIGRACK,Nigra Creek at Lock 2 Crossing Culvert,Nigra Creek at Lock 2 Crossing Culvert,A4261094,5.0
NILLAHC,Lake Nillahcootie - Broken River,,404218A,4.0
NIMMOFF,Nimming Pollen Creek at Offtake,,410060,2.0
NINEMCC,Nine Mile Creek at Coads Road,NINE MILE CREEK AT COADS RD,407285,4.0
NINEMSO,Nine Mile Creek at Serpentine Ck Offtake,NINE MILE CREEK AT SERPENTINE CK OFFTAKE,407289,4.0
NINEPAN,Nine Panel River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
NINEPDS,Nine Panel Regulator D/S,Millewa monitoring site,,
NITCHIE,Lake Nitchie,,,2.0
NNETTRB,NSW net Tributary Inflow,Sum of net Balranald and Darlot Flows,,2.0
NO17ESC,No 1/7,,,4.0
NOCKBUR,Nockburra Ck (SA),Nockburra Ck (SA),,5.0
NOORSIS,Noora Salt Interception Scheme,Salt inflow from reach currently controlled by Salt,,
NORTHNM,Northern Mallee,Northern Mallee - Sunraysia,,4.0
NPMAIE,Norske Paper Mills Albury,,,2.0
NSUNDV,Western Murray Irrigation,Western Murray Irrigation,,
NSW,Total NSW Diversion in MDB,Total NSW Diversion in Murray-Darling Basin,,2.0
NSWDBM,NSW Murray -Burma to M'Bidgee junction,NSW Murray River d/s of Borken creek and upto,,
NSWDED,NSW Murray - Edward system,,,2.0
NSWDHB,NSW Murray - Hume Dam to Barma,NSW Murray River between Hume Dam and Broken Creek junction,,2.0
NSWDIVA,NSW Licensed Pumps - Hume to Yarrawonga,,,2.0
NSWDIVB,NSW LICENSED PUMPS - YARRA'GA TO BARMAH,,,2.0
NSWDIVC,NSW LICENSED PUMPS - BARMAH TO TORRU'BRY,,,2.0
NSWDIVD,NSW LICENSED PUMPS - TORR'RY TO WAKOOL J,,,2.0
NSWDIVE,NSW LICENSED PUMPS - EDWARD/WAKOOL,,,2.0
NSWDIVF,NSW LICENSED PUMPS - WAKOOL JN TO EUSTON,,,2.0
NSWDIVG,NSW LICENSED PUMPS - EUSTON TO WENTWORTH,,,2.0
NSWDIVH,NSW LICENSED PUMPS - WENTWORTH TO RUFUS,,,2.0
NSWDIVS,NSW Licensed pumps - total,sum of NSWDIV A-H,,2.0
NSWDMB,NSW Murray - Murrumbidgee to Border,Excluding Darling in Wentworth Weir Pool,,2.0
NSWDSMB,NSW Diversion d/s Murrumbidgee Junction,Disagreggated annual data,,2.0
NSWDVBC,NSW Licensed Pumps - Yarra to Torrumb'ry,,,2.0
NSWDVHY,NSW DIVERSIONS HUME-YARRA LESS WEST COR.,NSW LICENSED PUMPS HUME TO YARRAWONGA LESS WEST CORURGAN,,2.0
NSWDVTM,Torrumbarry to Murrumbidgee Junc.,Torrumbarry to Murrumbidgee Junc. - Murray River,,2.0
NSWDVUH,U/S of Hume Dam - Murray River,,,2.0
NSWDVUS,Edward River u/s of Stevens Weir,,,
NSWDVYB,NSW DIVERSIONS YARRA-BARMAH LESS MOIRA,NSW LICENSED PUMPS YARRAWONGA TO BARMAH LESS MOIRA PUMPS,,2.0
NSWNETS,NSW Net Inflows,NSW inflows net of IVT and environmental water. �Excludes inflows to Menindee and Snowy releases,,2.0
NSWSNOW,NSW Component of Snowy-Murray,,,2.0
NSWTRIB,NSW Y Tributory Murrumbidgee,,,2.0
NSWUSMB,NSW Other divs u/s Murrumbidgee Junction,NSW Other divs u/s Murrumbidgee Junction,,2.0
NY11ADF,Nyah - Drain 13 River Road (Drain 2 GMW NVIRP Map),,,4.0
NYAH,River Murray at Nyah,,409206,4.0
NYAHP,Nyah - Pumped Irrigation District,,,4.0
NYAHPUM,Nyah Irrigation Pumps,,,4.0
NYAWAKV,Nyah to Wakool Junction,Nyah to Wakool Junction,,4.0
NYH11DF,Nyah - Drain 11 Showgrounds (Drain 1 GMW NVIRP Map,,,4.0
NYNGMET,Nyngan (Airport),,51039,
NYUSTP,Nyngan STP,,,2.0
OAKSTP,Oakey STP,,,1.0
OATEYS,Oateys Regulator Lake Side,Hattah Lakes Regulators - Victoria,,
OBESTP,Oberon STP,,,2.0
OBLEY,Little River @ Obley Number 2,Little River @ Obley Number 2,421048,2.0
OJETDOF,Old Jetty,,,2.0
OLDCUST,River Murray at Old Custom House (637.1km),Chowilla System - South Australia,A4261022,5.0
OLDMILD,River Murray at Old Mildura,,,2.0
OPITZ,Opitz River Regulator,River Regulator settings - Edward River - NSW National Parks,,2.0
OPITZDS,Opitz Regulator D/S,Millewa monitoring site,,
ORASTP,Orange STP,,,2.0
ORDEDFN,State Order from Edward Esc adj for Finley Esc,State Order from Edward Escape adjusted for Finley Escape,,2.0
ORDMULW,Mulwala Canal Offtake shares for Accounts,Mulwala Canal Offtake shares for Accounts,,2.0
ORDWYP,State Order from Wakool Yallakool & Perricoota Esc,State Order from Wakool Yallakool and Perricoota Escapes,,2.0
ORRVALE,BROKEN RIVER @ ORRVALE,,404222A,4.0
OSBFLAT,Yackandandah Creek - Osbornes Flat,,402204A,4.0
OSHANDS,OSHANNASSYS CK �(Porters Plain) D/S,Millewa monitoring site,,
OSHNASY,O'Shannassy River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
OVENFLW,Ovens Catchment Flow to Murray,Ovens + Reedy Creek at Wangarratta,,4.0
OVENLOC,Local Inflow to Ovens River,Local Inflow to Ovens River excluding Greta and Wangaratta,,2.0
OVENS,Ovens River + Reedy Creek - Wangaratta,,403242C,4.0
OVENSDN,Ovens River d/s of Wangaratta,,,4.0
OVENSDV,Ovens River �System,,,4.0
OVERLAN,River Murray at Overland Corner,,426528,5.0
8FGOXLS,MACQUARIE RIVER - OXLEY STATION,,421022,2.0
OXLEYST,MACQUARIE RIVER - OXLEY STATION,,421022,2.0
PACKERS,Redbank Creek D/S of Packers Crossing,,425019,
PALLAMA,GWYDIR RIVER AT PALLAMALLAWA,Gwydir River @ Pallamwallawa,418001,2.0
PAMAM09,Lake Pamamaroo Sample site 9 ~PAMAMIN,See WRC Menindee Lakes Storages map,42510009,2.0
PAMAM10,Lake Pamamaroo Sample Site 10 ~PAMOUT,See WRC Menindee Lakes Storages map,42510010,2.0
PAMAM11,Lake Pamamaroo Sample Site 11,See WRC Menindee Lakes Storages map,42510011,2.0
PAMAM12,Lake Pamamaroo Sample Site 12,See WRC Menindee Lakes Storages map,42510012,2.0
PAMAM13,Lake Pamamaroo Sample Site 13,See WRC Menindee Lakes Storages map,42510013,2.0
PAMAM14,Lake Pamamaroo Sample Site 14,See WRC Menindee Lakes Storages map,42510014,2.0
PAMAM15,Lake Pamamaroo Sample Site 15,See WRC Menindee Lakes Storages map,42510015,2.0
PAMAMA,Lake Pamamaroo,,425021,2.0
PAMAMIN,Inlet Channel at Lake Pamamaroo ~PAMAM09,,425024,2.0
