planning_unit_name,LTWPShortName,env_obj,Objective,Target,state,SWSDLName
Eastern Macquarie Marshes,Macquarie-Castlereagh,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,Macquarie-Castlereagh
Eastern Macquarie Marshes,Macquarie-Castlereagh,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,Macquarie-Castlereagh
Eastern Macquarie Marshes,Macquarie-Castlereagh,EF7,Increase the contribution of flows into the Murray and Barwon-Darling from tributaries,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Macquarie River,Macquarie-Castlereagh,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Macquarie River,Macquarie-Castlereagh,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Macquarie River,Macquarie-Castlereagh,EF3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Macquarie River,Macquarie-Castlereagh,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Macquarie River,Macquarie-Castlereagh,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Macquarie River,Macquarie-Castlereagh,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Macquarie River,Macquarie-Castlereagh,EF7,Increase the contribution of flows into the Murray and Barwon-Darling from tributaries,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Bogan River and Effluent Creeks,Macquarie-Castlereagh,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Bogan River and Effluent Creeks,Macquarie-Castlereagh,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Bogan River and Effluent Creeks,Macquarie-Castlereagh,EF3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Bogan River and Effluent Creeks,Macquarie-Castlereagh,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Bogan River and Effluent Creeks,Macquarie-Castlereagh,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Bogan River and Effluent Creeks,Macquarie-Castlereagh,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,Macquarie-Castlereagh
Lower Bogan River and Effluent Creeks,Macquarie-Castlereagh,EF7,Increase the contribution of flows into the Murray and Barwon-Darling from tributaries,Ecosystem Function,NSW,Macquarie-Castlereagh
Marthaguy Creek,Macquarie-Castlereagh,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,Macquarie-Castlereagh
Marthaguy Creek,Macquarie-Castlereagh,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,Macquarie-Castlereagh
Marthaguy Creek,Macquarie-Castlereagh,EF3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Function,NSW,Macquarie-Castlereagh
Marthaguy Creek,Macquarie-Castlereagh,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,Macquarie-Castlereagh
Marthaguy Creek,Macquarie-Castlereagh,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,Macquarie-Castlereagh
Marthaguy Creek,Macquarie-Castlereagh,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,Macquarie-Castlereagh
Marthaguy Creek,Macquarie-Castlereagh,EF7,Increase the contribution of flows into the Murray and Barwon-Darling from tributaries,Ecosystem Function,NSW,Macquarie-Castlereagh
Castlereagh River below Coonamble,Macquarie-Castlereagh,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,Macquarie-Castlereagh
Castlereagh River below Coonamble,Macquarie-Castlereagh,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,Macquarie-Castlereagh
Castlereagh River below Coonamble,Macquarie-Castlereagh,EF3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Function,NSW,Macquarie-Castlereagh
Castlereagh River below Coonamble,Macquarie-Castlereagh,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,Macquarie-Castlereagh
Castlereagh River below Coonamble,Macquarie-Castlereagh,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,Macquarie-Castlereagh
Castlereagh River below Coonamble,Macquarie-Castlereagh,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,Macquarie-Castlereagh
Castlereagh River below Coonamble,Macquarie-Castlereagh,EF7,Increase the contribution of flows into the Murray and Barwon-Darling from tributaries,Ecosystem Function,NSW,Macquarie-Castlereagh
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,New South Wales Murray
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,New South Wales Murray
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,EF3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Function,NSW,New South Wales Murray
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,EF6,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,New South Wales Murray
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,New South Wales Murray
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,New South Wales Murray
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,New South Wales Murray
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,EF7,Increase the contribution of flows into the South Australian lower Murray River,Ecosystem Function,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,EF3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Function,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,EF6,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,EF7,Increase the contribution of flows into the South Australian lower Murray River,Ecosystem Function,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,EF3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Function,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,EF6,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,EF7,Increase the contribution of flows into the South Australian lower Murray River,Ecosystem Function,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,EF3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Function,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,EF6,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,EF7,Increase the contribution of flows into the South Australian lower Murray River,Ecosystem Function,NSW,New South Wales Murray
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,EF7,Increase the contribution of flows into the Murray and Barwon-Darling from tributaries,Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,EF7,Increase the contribution of flows into the Murray and Barwon-Darling from tributaries,Ecosystem Function,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,EF1,Provide & protect a diversity of refugia across the landscape,Ecosystem Function,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,EF2,"Create quality instream, floodplain & wetland habitat",Ecosystem Function,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,EF4,Support instream & floodplain productivity,Ecosystem Function,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,EF5,"Support nutrient, carbon & sediment transport along channels, & between channels & floodplains/ wetlands",Ecosystem Function,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Function,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,EF7,Increase the contribution of flows into the Murray and Barwon-Darling from tributaries,Ecosystem Function,NSW,Murrumbidgee
