LTWPShortName,EcoObj,Objective,Target,State
Carina Bend EWMP 2024,CB3a,"By 2030, maintain nesting and recruitment of non-colonial waterbirds (N1, N2, N3 and N4, after Jaensch 2002) at the Carina Bend asset, by maintaining a mixture of tree, low vegetation/shrubs, and ground/islet nesting habitat",Native Vegetation,VIC
Carina Bend EWMP 2024,CB3b,"By 2030, maintain representative populations of shallow-water and deepwater feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at the Carina Bend asset, by maintaining a mixture of shallow and deep-water habitats.",Native Vegetation,VIC
Carina Bend EWMP 2024,CB4a,"By 2030, improve vital habitat at the Carina Bend asset by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicator Groups.",Native Vegetation,VIC
Carina Bend EWMP 2024,CB4b,"By 2030, improve condition and maintain extent from baseline levels of lignum (Duma florulenta) to sustain communities and processes reliant on lignum communities at the Carina Bend asset",Native Vegetation,VIC
Spences Bend EWMP 2024,SB1,"By 2030, improve condition and maintain extent from baseline levels of lignum (Duma florulenta) to sustain communities and processes reliant on lignum communities at Stage 1  Bullock Swamp North, Spence Bend",Native Vegetation,VIC
Spences Bend EWMP 2024,SB2,"By 2030, improve condition and maintain extent from baseline levels of river red gum (Eucalyptus camaldulensis), and black box (E. largiflorens) and to sustain communities and processes reliant on such communities at Stage 2  Spences Bend Billabong, Callanders Swamp and wetland #7329 246886, Spences Bend",Native Vegetation,VIC
Spences Bend EWMP 2024,SB3,"By 2030, improve condition and maintain extent from baseline levels of river red gum (Eucalyptus camaldulensis), and black box (E. largiflorens) and to sustain communities and processes reliant on such communities at the Spences Bend asset",Native Vegetation,VIC
Spences Bend EWMP 2024,SB5,"By 2030, protect and restore connectivity within and between water-dependent ecosystem at the Spences Bend asset, including by ensuring that: ecological processes dependent on hydrologic connectivity laterally between watercourses and their floodplains (and associated wetlands) are maintained.",Ecosystem Functions,VIC
Spences Bend EWMP 2024,SB6,"By 2030, improve vital habitat at the Spences Bend asset by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Kings Billabong EWMP 2023,KB1,"By 2030, improve vital habitat at the Kings Billabong asset by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Kings Billabong EWMP 2023,KB4a,By 2030 increase breeding of frogs at the Kings Billabong asset.,Other Species,VIC
Kings Billabong EWMP 2023,KB4b,"By 2030, improve biodiversity at the Kings Billabong asset by supporting the life cycle of EPBC listed Growling Grass Frog (Litoria raniformis)",Other Species,VIC
Kings Billabong EWMP 2023,KB5,"By 2030, protect and restore biodiversity by maintaining representative populations of native small-bodied fish at the Kings Billabong asset, including Australian Smelt (Retropinna semoni), Carp gudgeon (Hypseleotris spp.), Flatheaded Gudgeon (Philypnodon grandiceps), Murray-Darling Rainbowfish (Melanotaenia fluviatilis), Un-specked Hardyhead (Craterocephalus stercusmuscarum fulvus).",Native Fish,VIC
Kings Billabong EWMP 2023,KB6,"By 2030, improve the population of Freshwater catfish (Tandanus tandanus) at the Kings Billabong asset.",Native Fish,VIC
Kings Billabong EWMP 2023,KB7,"By 2030, maintain representative populations of the shallow-water and deep feeding guilds of waterbirds, including shorebirds (F2 and F3, after Jaensch 2002) at the Kings Billabong asset, by maintaining a mixture of foraging habitats.",Waterbirds,VIC
Kings Billabong EWMP 2023,KB8,"By 2030, maintain vital habitat to provide a refugium for listed species of waterbirds at the Kings Billabong asset.",Waterbirds,VIC
Kings Billabong EWMP 2023,KB9,"By 2030, maintain representative populations of piscivores (guild D4, after Jaensch 2002) at the Butlers Creek asset",Other species,VIC
Kings Billabong EWMP 2023,KB10,Protect and restore ecosystem functions of water-dependent ecosystems that support successful breeding of large waders at Ducksfoot Lagoon by providing conditions for breeding and fledging at least 3 times every 10 year,Waterbirds,VIC
Johnsons Bend & Chaffey Bend EWMP 2023,JCB1,"By 2030, improve condition and maintain extent from baseline levels of River red gum (Eucalyptus camaldulensis) to sustain communities and processes reliant on River red gum woodland at the Johnsons & Chaffey Bend asset.",Native Vegetation,VIC
Johnsons Bend & Chaffey Bend EWMP 2023,JCB2,"By 2030, improve condition and maintain extent from baseline (2006) levels of Black box (Eucalyptus largiflorens) to sustain communities and processes reliant of such communities at the Johnsons & Chaffey Bend asset.",Native Vegetation,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW2a,"By 2030, maintain populations and extent of saline aquatic vegetation at Psyche Bend Lagoon, Psyche/Woorlong including benthic herblands with Ruppia beds containing both R. polycarpa and R. megacarpa.",Native Vegetation,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW3,"By 2030, maintain representative populations of the shallow-water feeding guild of waterbirds (F2, after Jaensch 2002) at Pysche and Woorlong by maintaining shallow-water habitats",Waterbirds,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW5a,"By 2030, protect and restore biodiversity by maintaining representative populations of small bodied native fish at Woorlong, Psyche/Woorlong including Unspecked Hardyhead (Craterocephalus stercusmuscarum fulvus), Western Carp Gudgeon (Hypseleotris klunzingeri) and Flat-headed Gudgeon (Philypnodon grandiceps)",Native Fish,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW5b,"By 2030, protect and restore biodiversity by maintaining representative populations of frogs at the Psyche Bend Lagoon and Woorlong Wetland asset.",Ecosystem Functions,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW6,"By 2030, reduce the extent of invasive emergent macrophytes (Typha Typha domingensis and Common reed Phragmites australis) to prevent the decline of native vegetation at the Woorlong Wetlands, Psyche/Woorlong.",Native Vegetation,VIC
Karadoc Swamp EWMP 2025,K2,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta), River Red Gum (Eucalyptus camaldulensis), and Black Box (E. largiflorens) and to sustain communities and processes reliant on such communities at Karadoc Swamp.",Native Vegetation,VIC
Karadoc Swamp EWMP 2025,K3,"By 2030, protect and restore biodiversity by maintaining representative populations of smallbodied native fish populations at the Karadoc asset, including MurrayDarling Rainbow Fish (Melanotaenia fluviatilis), Carp Gudgeon (Hypseleotris spp) and Fly-specked Hardyhead (Craterocephalus stercusmuscarum).",Native Fish,VIC
Karadoc Swamp EWMP 2025,K4,"By 2030, protect and restore biodiversity by maintaining representative populations of frogs at Karadoc Swamp, Karadoc.",Other Species,VIC
Karadoc Swamp EWMP 2025,K5a,"By 2030, maintain representative populations of shallow-water and deep-water feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at the Karadoc asset, by maintaining a mixture of shallow and deep-water habitats.",Waterbirds,VIC
Karadoc Swamp EWMP 2025,K5b,"By 2030, maintain nesting and recruitment of non-colonial waterbirds (N1, N2, N3 and N4, after Jaensch 2002) at the Karadoc asset, by maintaining a mixture of tree, low vegetation/shrubs, and ground/islet nesting habitat.",Waterbirds,VIC
Victorian Murray Floodplains,OS1,Maintain species richness and distribution of flow-dependent frog communities,Other Species,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW4,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta) to sustain communities and processes reliant on Lignum communities at Woorlong Wetland, Psyche/Woorlong.",Native Vegetation,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL1,"By 2030, maintain a diversity of freshwater ecosystem types within the Hattah Lakes Icon Site, including semi-permanent lakes, persistent temporary wetlands, floodplain woodlands, shrublands, and episodic wetlands (Lake Kramen)",Ecosystem Functions,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL2,"By 2030, maintain the ecological character of the Hattah-Kulkyne Lakes Ramsar site.",Ecosystem Functions,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL3,Improve species richness and abundance of native water-dependent floodplain and wetland aquatic vegetation at the Hattah Lakes Icon Site by 2030.,Native Vegetation,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL4a,Improve condition and maintain extent from baseline (2006) levels of river red gum (Eucalyptus camaldulensis) to sustain communities and processes typical of such communities at the Hattah Lakes Icon Site by 2030.,Native Vegetation,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL4b,Improve condition and maintain extent from baseline (2006) levels of black box (E. largiflorens) to sustain communities and processes typical of such communities at the Hattah Lakes Icon Site by 2030.,Native Vegetation,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL4c,Improve condition and maintain extent from baseline (2006) levels of lignum (Duma florulenta) to sustain communities and processes typical of such communities at the Hattah Lakes Icon Site by 2030.,Native Vegetation,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL5,"By 2030, improve biodiversity at Hattah Lakes by supporting the life-cycle of the EPBC-listed regent parrot (Polytelis anthopeplus monarchoides).",Ecosystem Functions,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL6,"Provide refugia to support the long-term survival and resilience of waterbirds, including during drought, to allow for subsequent re-colonisation beyond Hattah Lakes by 2030.",Waterbirds,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL7,"By 2030, maintain or improve biodiversity at Hattah Lakes by ensuring that feeding habitat for the dominant guilds of waterbirds, most notably waterfowl, herbivores and piscivores, are supported.",Waterbirds,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL8,"By 2030, protect and restore ecosystem functions of water-dependent ecosystems that support successful colonial nesting waterbird species at Hattah Lakes by providing conditions for breeding and fledging at least three times every 10 years",Waterbirds,VIC
Hattah Lakes Icon Site EWMP 2021,V-HL9,Maintain recruitment of populations of small-bodied native fish and presence of large-bodied native fish at Hattah Lakes by 2030.,Native Fish,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW1,"By 2030, maintain diversity of freshwater ecosystem types at the Lindsay-Mulcra-Wallpolla Icon Site, including palustrine, riverine and floodplain ecosystems with temporary and permanent water regimes.",Ecosystem Functions,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW2,Improve the species richness and abundance of native wetland and floodplain aquatic vegetation functional groups by 2030.,Native Vegetation,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW3,"Improve condition and maintain extent (ha) from baseline (2006) levels of river red gum (Eucalyptus camaldulensis), black box (E. largiflorens) and lignum (Duma florulenta) to sustain communities and processes typical of such communities at Lindsay-Mulcra-Wallpolla Icon Site by 2030",Native Vegetation,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW4,"By 2030, limit the spread of Typha and other invasive flora species.",Ecosystem Functions,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW5,Improve or maintain the populations of threatened flora and fauna that are flow-dependent at the Lindsay-Mulcra-Wallpolla Icon Site by 2030.,Ecosystem Functions,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW6,"By 2030, protect and restore vital feeding habitat that supports sustainable communities of colonial nesting waterbirds, waterfowl, waders and piscivores to maintain the current species diversity at the Lindsay-Mulcra-Wallpolla Icon Site.",Waterbirds,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW7,"By 2030, improve ecosystem functions of water-dependent ecosystems by maintaining or improving productivity linkages between the river and floodplain habitats (on and off) at the Lindsay-Mulcra Wallpolla Icon Site by achieving variable extents of lateral connectivity.",Ecosystem Functions,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW8,"By 2030, protect and restore breeding habitat for colonial nesting waterbirds at Lake Wallawalla and non-colonial waterbird breeding at Mulcra Horseshoe and Wallpolla Horseshoe. ",Waterbirds,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW9,"By 2030, improve native fish populations (large- and small-bodied fish) across the Lindsay-MulcraWallpolla Icon Site and their relative abundance and diversity; assessment to include comparison with 2006-2012 levels for short-lived species and the spread of age-classes for long-lived fish.",Native Fish,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-V1,Red gum,Native Vegetation,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-V2,Black box,Native Vegetation,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-V3,Lignum,Native Vegetation,VIC
Murrimbidgee Junction EWMP,V-MJ1b,"By 2030, improve condition and maintain extent from baseline levels of river red gum (Eucalyptus camaldulensis) to sustain communities and processes reliant on mature river red gum at Bidgee Lagoons (Narrung Wetlands), Murrumbidgee Junction",Native Vegetation,VIC
Murrimbidgee Junction EWMP,V-MJ3,"By 2030, improve condition and maintain extent from baseline levels of lignum (Duma florulenta) to sustain communities and processes reliant on lignum communities at Wakool Creek, Murrumbidgee Junction.",Native Vegetation,VIC
Murrimbidgee Junction EWMP,V-MJ4,"By 2030, protect and restore biodiversity by maintaining representative populations of small-bodied native fish at Bidgee Lagoons (Narrung Wetlands)Murrumbidgee Junction, including carp gudgeon (Hypseleotris spp.), flathead gudgeon (Philypnodon grandiceps) and Australian smelt (Retropinna semoni).",Native Fish,VIC
Murrimbidgee Junction EWMP,V-MJ5,"By 2030, improve vital habitat at Bidgee Lagoons (Narrung Wetlands), Murrumbidgee Junction by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Ecosystem Functions,VIC
Pound Bend EWMP 2025,PB1,"By 2030, improve vital habitat at Western Wetlands and Tammit Wetlands, Pound Bend by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Ecosystem Functions,VIC
Pound Bend EWMP 2025,PB2,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta), to sustain communities and processes reliant on Lignum communities at Eastern Wetlands and Brown Swamp, Pound Bend.",Native Vegetation,VIC
Pound Bend EWMP 2025,PB3,"By 2030, improve condition and maintain extent from baseline levels of River Red Gum (Eucalyptus camaldulensis) to sustain communities and processes reliant on River Red Gum woodlands at the Pound Bend asset.",Native Vegetation,VIC
Sandilong Ck EWMP 2023,SC2,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta) to sustain communities and processes reliant on Lignum communities at Sandilong Billabong, Sandilong Creek.",Native Vegetation,VIC
Sandilong Ck EWMP 2023,SC3,"By 2030, improve condition and maintain extent from baseline (2006) levels of Black box (Eucalyptus largiflorens) to sustain communities and processes reliant of such communities at Sandilong Billabong, Sandilong Creek",Native Vegetation,VIC
Sandilong Ck EWMP 2023,SC4,"By 2030, improve the population of Freshwater catfish (Tandanus tandanus) at the Sandilong Creek and Billabong asset.",Native Fish,VIC
Heywood Lake EWMP 2024,HeL1,"By 2030, improve condition and maintain extent from baseline (2006) levels of black box (Eucalyptus largiflorens) to sustain communities and processes reliant of such communities at Heywood Lake and Little Heywood Lake",Native Vegetation,VIC
Heywood Lake EWMP 2024,HeL2,"By 2030, improve vital habitat at Heywood Lake by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Heywood Lake EWMP 2024,HeL3,"By 2030, maintain representative populations of shallow-water and deepwater feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at Heywood Lake, by maintaining a mixture of shallow and deep-water habitats.",Waterbirds,VIC
Heywood Lake EWMP 2024,HeL4,"By 2030, maintain nesting and recruitment of non-colonial waterbirds (N1, N2, N3 and N4, after Jaensch 2002) at Heywood Lake and Little Heywood Lake, by maintaining a mixture of trees, low vegetation/shrubs, and ground/islet nesting habitat.",Waterbirds,VIC
Piambie EWMP 2024,P1a,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta) and to sustain communities and processes reliant on such communities at Bridge Creek and Bridge Creek Floodplain, Piambie.",Native Vegetation,VIC
Piambie EWMP 2024,P1b,"By 2030, improve condition and maintain extent from baseline levels of Black Box (E. largiflorens) and to sustain communities and processes reliant on such communities at Bridge Creek and Bridge Creek Floodplain, Piambie.",Native Vegetation,VIC
Piambie EWMP 2024,P2a,"By 2030, improve vital habitat at Fishers Lagoon Complex and Piambie Bends East and West, Piambe by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Piambie EWMP 2024,P2b,"By 2030, improve condition and maintain extent from baseline levels of River Red Gum (Eucalyptus camaldulensis) to sustain communities and processes reliant on mature River Red Gum at Fishers Lagoon Complex and Piambie Bends East and West, Piambie.",Native Vegetation,VIC
Bottle Bend EWMP 2025,BB1a,"By 2030, maintain representative populations of shallow-water and deepwater feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at the Bottle Bend asset, by maintaining a mixture of shallow and deep-water habitats.",Waterbirds,VIC
Bottle Bend EWMP 2025,BB1b,"By 2030, maintain nesting and recruitment of non-colonial waterbirds (N1, N2, N3, and N4, after Jaensch 2002) at the Bottle Bend asset, by maintaining a mixture of tree, low vegetation/shrubs, and ground/islet nesting habitat.",Waterbirds,VIC
Bottle Bend EWMP 2025,BB2,"By 2030, improve vital habitat at the Bottle Bend asset by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Bottle Bend EWMP 2025,BB3,"By 2030, protect and restore biodiversity by maintaining representative populations of frogs at the Bottle Bend asset.",Other Species,VIC
Bottle Bend EWMP 2025,BB4,"By 2030, improve condition and maintain extent from baseline (2006) levels of Black Box (Eucalyptus largiflorens) to sustain communities and processes reliant of such communities at the Bottle Bend asset.",Native Vegetation,VIC
Wemen-Liparoo EWMP 2024,WL2,"By 2030, maintain representative populations of shallow-water and deep-water feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at Liparoo West and Liparoo East Billabongs, Wemen-Liparoo by maintaining a mixture of shallow and deep-water habitats.",Waterbirds,VIC
Wemen-Liparoo EWMP 2024,WL3,"By 2030, improve vital habitat at Liparoo West and Liparoo East Billabongs, Wemen-Liparoo, by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Wemen-Liparoo EWMP 2024,WL4,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta) to sustain communities and processes reliant on Lignum communities at Liparoo West Billabong  Lignum Swampy Woodland area, Wemen-Liparoo.",Native Vegetation,VIC
Wemen-Liparoo EWMP 2024,WL5,"By 2030, maintain nesting and recruitment of colonial waterbirds (N7, after Jaensch 2002) at Liparoo West Billabong  Lignum Swampy Woodland area, Wemen-Liparoo by maintaining a mixture of tree, low vegetation/shrubs, and ground/islet nesting habitat.",Native Vegetation,VIC
Merbein Common EWMP 2023,MC1a,"Maintain representative populations of large-bodied native fish at Cowanna Billabong and Catfish Billabong, including Golden Perch (Macquaria ambigua) and Bony Herring (Nematalosa erebi).",Native Fish,VIC
Merbein Common EWMP 2023,MC1b,"Maintain representative populations of small-bodied native fish Unspecked Hardyhead (Craterocephalus stercusmuscarum fulvus), Western Carp Gudgeon (Hypseleotris klunzingeri), Murray-Darling Rainbow Fish (Melanotaenia fluviatilis), Flathead Gudgeon (Philypnodon grandiceps) and Australian Smelt (Retropinna semoni) at Cowanna Billabong and Catfish Billabong, Merbein Common.",Native Fish,VIC
Merbein Common EWMP 2023,MC2,"Maintain representative populations of the shallow-water feeding guild of waterbirds (F2, after Jaensch 2002) at Cowanna Billabong, Catfish Billabong and Brickworks Billabong, Merbein Common by maintaining shallowwater habitats.",Waterbirds,VIC
Merbein Common EWMP 2023,MC4,"By 2030, improve vital habitat at Cowanna Billabong and Catfish Billabong, Merbein Common by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Merbein Common EWMP 2023,MC7,"By 2030, maintain and improve the population of Murray hardyhead (Craterocephalus fluviatilis) at Brickworks Billabong, Merbein Common",Native Fish,VIC
Merbein Common EWMP 2023,MC8,"Maintain populations and extent of saline aquatic vegetation at Brickworks Billabong, Merbein Common, including benthic herblands with Ruppia beds containing both R. polycarpa and R. megacarpa.",Native Vegetation,VIC
Carina Bend EWMP 2024,CB1,"By 2030, improve condition and maintain extent from baseline levels of river red gum (Eucalyptus camaldulensis) to sustain communities and processes typical of such communities at the Carina Bend asset.",Native Vegetation,VIC
Carina Bend EWMP 2024,CB2a,"By 2030, protect and restore biodiversity by maintaining representative populations of small bodied native fish at the Carina Bend asset, including gudgeon spp (Philypnodon spp) and Murray-Darling rainbow fish (Melanotaenia fluviatilis).",Native Fish,VIC
Carina Bend EWMP 2024,CB2b,"By 2030, protect and restore biodiversity by maintaining representative populations of frogs at the Carina Bend asset",Other Species,VIC
Carina Bend EWMP 2024,CB3a,"By 2030, maintain nesting and recruitment of non-colonial waterbirds (N1, N2, N3 and N4, after Jaensch 2002) at the Carina Bend asset, by maintaining a mixture of tree, low vegetation/shrubs, and ground/islet nesting habitat.",Waterbirds,VIC
Carina Bend EWMP 2024,CB3b,"By 2030, maintain representative populations of shallow-water and deepwater feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at the Carina Bend asset, by maintaining a mixture of shallow and deep-water habitats.",Waterbirds,VIC
Carina Bend EWMP 2024,CB4a,"By 2030, improve vital habitat at the Carina Bend asset by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicator Groups.",Native Vegetation,VIC
Carina Bend EWMP 2024,CB4b,"By 2030, improve condition and maintain extent from baseline levels of lignum (Duma florulenta) to sustain communities and processes reliant on lignum communities at the Carina Bend asset.",Native Vegetation,VIC
Spences Bend EWMP 2024,SB1,"By 2030, improve condition and maintain extent from baseline levels of lignum (Duma florulenta) to sustain communities and processes reliant on lignum communities at Stage 1  Bullock Swamp North, Spence Bend.",Native Vegetation,VIC
Spences Bend EWMP 2024,SB2,"By 2030, improve condition and maintain extent from baseline levels of river red gum (Eucalyptus camaldulensis), and black box (E. largiflorens) and to sustain communities and processes reliant on such communities at Stage 2  Spences Bend Billabong, Callanders Swamp and wetland #7329 246886, Spences Bend",Native Vegetation,VIC
Spences Bend EWMP 2024,SB3,"By 2030, improve condition and maintain extent from baseline levels of river red gum (Eucalyptus camaldulensis), and black box (E. largiflorens) and to sustain communities and processes reliant on such communities at the Spences Bend asset.",Native Vegetation,VIC
Spences Bend EWMP 2024,SB5,"By 2030, protect and restore connectivity within and between water-dependent ecosystem at the Spences Bend asset, including by ensuring that: ecological processes dependent on hydrologic connectivity laterally between watercourses and their floodplains (and associated wetlands) are maintained.",Ecosystem Functions,VIC
Spences Bend EWMP 2024,SB6,"By 2030, improve vital habitat at the Spences Bend asset by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Kings Billabong EWMP 2023,KB1,"By 2030, improve vital habitat at the Kings Billabong asset by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups",Native Vegetation,VIC
Kings Billabong EWMP 2024,KB4a,By 2030 increase breeding of frogs at the Kings Billabong asset.,Other Species,VIC
Kings Billabong EWMP 2025,KB4b,"By 2030, improve biodiversity at the Kings Billabong asset by supporting the life cycle of EPBC listed Growling Grass Frog (Litoria raniformis).",Other Species,VIC
Kings Billabong EWMP 2026,KB5,"By 2030, protect and restore biodiversity by maintaining representative populations of native small-bodied fish at the Kings Billabong asset, including Australian Smelt (Retropinna semoni), Carp gudgeon (Hypseleotris spp.), Flatheaded Gudgeon (Philypnodon grandiceps), Murray-Darling Rainbowfish (Melanotaenia fluviatilis), Un-specked Hardyhead (Craterocephalus stercusmuscarum fulvus).",Native Fish,VIC
Kings Billabong EWMP 2027,KB6,"By 2030, improve the population of Freshwater catfish (Tandanus tandanus) at the Kings Billabong asset.",Native Fish,VIC
Kings Billabong EWMP 2028,KB7,"By 2030, maintain representative populations of the shallow-water and deep feeding guilds of waterbirds, including shorebirds (F2 and F3, after Jaensch 2002) at the Kings Billabong asset, by maintaining a mixture of foraging habitats.",Waterbirds,VIC
Kings Billabong EWMP 2029,KB8,"By 2030, maintain vital habitat to provide a refugium for listed species of waterbirds at the Kings Billabong asset.",Waterbirds,VIC
Kings Billabong EWMP 2030,KB9,"By 2030, maintain representative populations of piscivores (guild D4, after Jaensch 2002) at the Butlers Creek complex",Waterbirds,VIC
Kings Billabong EWMP 2031,KB10,Protect and restore ecosystem functions of water-dependent ecosystems that support successful breeding of large waders at Ducksfoot Lagoon by providing conditions for breeding and fledging at least 3 times every 10 years,Ecosystem Functions,VIC
Johnsons Bend and Chaffey Bend EWMP 2023,JCB1,"By 2030, improve condition and maintain extent from baseline levels of River red gum (Eucalyptus camaldulensis) to sustain communities and processes reliant on River red gum woodland at the Johnsons & Chaffey Bend asset.",Native Vegetation,VIC
Johnsons Bend and Chaffey Bend EWMP 2023,JCB2,"By 2030, improve condition and maintain extent from baseline (2006) levels of Black box (Eucalyptus largiflorens) to sustain communities and processes reliant of such communities at the Johnsons & Chaffey Bend asset.",Native Vegetation,VIC
Cardross and Koorlong Lakes EWMP 2023,CK1,"By 2030, improve the population of Murray hardyhead (Craterocephalus fluviatilis) at Koorlong Lake.",Native Fish,VIC
Cardross and Koorlong Lakes EWMP 2023,CK2,"By 2030, maintain populations and extent of saline aquatic vegetation at Koorlong including benthic herblands with Ruppia beds containing both R. polycarpa and R. megacarpa.",Native Vegetation,VIC
Cardross and Koorlong Lakes EWMP 2023,CK3,"By 2030, maintain representative populations of shallow-water and deep-water feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at the Koorlong Lake asset, by maintaining a mixture of shallow and deepwater habitats.",Waterbirds,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW2,"By 2030, maintain populations and extent of saline aquatic vegetation at Psyche Bend Lagoon, Psyche/Woorlong including benthic herblands with Ruppia beds containing both R. polycarpa and R. megacarpa.",Native Vegetation,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW3,"By 2030, maintain representative populations of the shallow-water feeding guild of waterbirds (F2, after Jaensch 2002) at Pysche and Woorlong by maintaining shallow-water habitats.",Waterbirds,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW4,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta) to sustain communities and processes reliant on Lignum communities at Woorlong Wetland, Psyche/Woorlong.",Native Vegetation,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW5a,"By 2030, protect and restore biodiversity by maintaining representative populations of small bodied native fish at Woorlong, Psyche/Woorlong including Unspecked Hardyhead (Craterocephalus stercusmuscarum fulvus), Western Carp Gudgeon (Hypseleotris klunzingeri) and Flat-headed Gudgeon (Philypnodon grandiceps)",Native Fish,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW5b,"By 2030, protect and restore biodiversity by maintaining representative populations of frogs at the Psyche Bend Lagoon and Woorlong Wetland asset.",Other Species,VIC
Psyche Bend Lagoon and Woorlong Wetland EWMP 2023,PW6,"By 2030, reduce the extent of invasive emergent macrophytes (Typha Typha domingensis and Common reed Phragmites australis) to prevent the decline of native vegetation at the Woorlong Wetlands, Psyche/Woorlong.",Native Vegetation,VIC
Karadoc Swamp EWMP 2023,K2,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta), River Red Gum (Eucalyptus camaldulensis), and Black Box (E. largiflorens) and to sustain communities and processes reliant on such communities at Karadoc Swamp.",Native Vegetation,VIC
Karadoc Swamp EWMP 2023,K3,"By 2030, protect and restore biodiversity by maintaining representative populations of small-bodied native fish populations at the Karadoc asset, including Murray-Darling Rainbow Fish (Melanotaenia fluviatilis), Carp Gudgeon (Hypseleotris spp) and Fly-specked Hardyhead (Craterocephalus stercusmuscarum).",Native Fish,VIC
Karadoc Swamp EWMP 2023,K4,"By 2030, protect and restore biodiversity by maintaining representative populations of frogs at Karadoc Swamp, Karadoc",Other Species,VIC
Karadoc Swamp EWMP 2023,K5a,"By 2030, maintain representative populations of shallow-water and deep-water feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at the Karadoc asset, by maintaining a mixture of shallow and deep-water habitats.",Waterbirds,VIC
