site name,gauge number,owner,lat,lon
Angas/Ballandown Rd,A4261073,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-35.365,139.0017
Angas/Cheriton Road,A4261074,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-35.3048,138.9699
Angas/Quarry Rd,A4261407,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-35.15347439,138.8155464
Anna Downs Site One,607025,WA - Department of Water and Environmental Regulation,-34.07282786,116.8421688
Anna Downs Site Two,607026,WA - Department of Water and Environmental Regulation,-34.08676545,116.8312708
Annan_R Beesbike,107003A,"QLD - Department of Natural Resources, Mines and Energy",-15.687795,145.208518
Annan_R Mt Simon,107002A,"QLD - Department of Natural Resources, Mines and Energy",-15.64394444,145.1931667
Anvil Comp Basin,6162796,WA - Department of Water and Environmental Regulation,-31.99224942,115.9360899
Anvil Way Outflow,616125,WA - Department of Water and Environmental Regulation,-31.99502216,115.9354016
Apollo Bay Basin,SB898,VIC - Barwon Region Water Corporation (Barwon Water),-38.76519,143.65217
April Rd Nrth CatchF,607011,WA - Department of Water and Environmental Regulation,-34.50036153,116.3530629
April Rd Sth Catch G,607012,WA - Department of Water and Environmental Regulation,-34.51159586,116.3458949
Archer_R Ring Yards,922002A,"QLD - Department of Natural Resources, Mines and Energy",-13.54880556,142.1646667
Archer_R Tele Xing,922001A,"QLD - Department of Natural Resources, Mines and Energy",-13.417588,142.920737
Archies Oven Gully,607032,WA - Department of Water and Environmental Regulation,-34.28700984,116.0666313
Arden / Woodforde R,G0280010,NT - Department of Environment and Natural Resources,-22.36744065,133.3238682
Ardross,617017,WA - Department of Water and Environmental Regulation,-30.39049759,115.0683161
Argyle Vill Top Dam Wsl,ODSS_18337_WSLAHD.1,WA - Water Corporation,-16.1135755,128.732855
Armadeus,6100236,WA - Department of Water and Environmental Regulation,-33.83152086,115.0750066
Armstrong R u/s Hwy,G8110075,NT - Department of Environment and Natural Resources,-16.60571697,131.7895985
Arnhem Hwy,G8170021,NT - Department of Environment and Natural Resources,-12.65997765,131.3370774
Arnold's @ MM Mine,130365A,"QLD - Department of Natural Resources, Mines and Energy",-23.62847222,150.3818611
Aroona Creek/Dam,A5100500,"SA - Department of Environment, Water and Natural Resources",-30.5849,138.3585
Atkinson,143234A,QLD - Queensland Bulk Water Supply Authority (Seqwater),-27.4286405,152.446012
Atkinson_Ck Outlet,143222A,"QLD - Department of Natural Resources, Mines and Energy",-27.43194444,152.4641667
Auburn_R Dykehead,136305A,"QLD - Department of Natural Resources, Mines and Energy",-25.6814991,151.0076804
Auburn_R Glenwood,136302A,"QLD - Department of Natural Resources, Mines and Energy",-25.69158397,150.9582384
Australind Bypass,612059,WA - Department of Water and Environmental Regulation,-33.31326362,115.7378948
Avoca Vale,143018A,"QLD - Department of Natural Resources, Mines and Energy",-26.7525,152.235
Avon,212211.3,NSW - Water NSW,-34.419586,150.675933
Avon,212211.6,NSW - Water NSW,-34.419586,150.675933
Avon,212211.1,NSW - Water NSW,-34.419586,150.675933
B B CH @ DOREEN LANE,419090,NSW - NSW Department of Industry – Lands and Water,-30.17443611,149.3043806
B'BAH 2 @ GOLDB'S GA,410171,NSW - NSW Department of Industry – Lands and Water,-34.274,145.8671
B'BONG @ WALBUNDRIE,410091,NSW - NSW Department of Industry – Lands and Water,-35.6927,146.7218
B'BONG @ WANGANELLA,41010810,NSW - NSW Department of Industry – Lands and Water,-35.2123,144.8165
B/BONG D/S 10-MTN CK,410186,NSW - NSW Department of Industry – Lands and Water,-35.6855,147.185
B/BONG U/S INNES BDG,410170,NSW - NSW Department of Industry – Lands and Water,-35.3223,145.9753
BACCHUS MARSH MAIN,231706A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.67996,144.375602
BACCHUS MARSH O/F CH,231716A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.64833636,144.4383033
BACK CK @ COWRA,412169,NSW - NSW Department of Industry – Lands and Water,-33.8188,148.5971
BACK CREEK @ BENDIGO,407257,"VIC - Department of Environment, Land, Water and Planning",-36.76333333,144.2916667
BACK CREEK @ LONGFORD,18218.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.577895,147.10686
BACK CREEK @ MOORES,402212,"VIC - Department of Environment, Land, Water and Planning",-36.34,146.8433333
BACK CREEK US WILMORES LANE,18219.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.61712766,147.0994988
BACK RUN CREEK AT TOOMS LAKE RD,18228.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-42.199244,147.67356
BAKER R DRN R-P Rd,A2390515,SA - South Eastern Water Conservation and Drainage Board,-37.3558,140.5522
BAKER R S DR PHILLIP,A2391001,SA - South Eastern Water Conservation and Drainage Board,-37.25564,140.50804
BAKER R WC D/S BRG,A2391007,SA - South Eastern Water Conservation and Drainage Board,-36.19514,139.86264
BAKER R WC G-CUTTING,A2391010,SA - South Eastern Water Conservation and Drainage Board,-36.6446,140.2114
BAKERS R WC G CUTTNG,A2390556,SA - South Eastern Water Conservation and Drainage Board,-36.6455,140.2121
BALLAN CH @ 26.1KM,232709,"VIC - Department of Environment, Land, Water and Planning",-37.74399965,144.1796703
BALLAN CH @ 35.3 KM,232710,"VIC - Department of Environment, Land, Water and Planning",-37.78353704,144.1981374
BALLAN CH D/S BOSTOC,232708,"VIC - Department of Environment, Land, Water and Planning",-37.67336408,144.2049299
BALLAN CH FLACKS LN,232707,"VIC - Department of Environment, Land, Water and Planning",-37.57690972,144.1918654
BALLARAT S WWTP O/F,233718,"VIC - Department of Environment, Land, Water and Planning",-37.61214,143.84505
BALLARAT S WWTP O/F,233718A,VIC - Central Highlands Water,-37.61214,143.84505
BAMAWM 11/1 FOSTER R,406753,"VIC - Department of Environment, Land, Water and Planning",-36.34700342,144.6296184
BAMAWM 3 @O'DONNEL R,406744,"VIC - Department of Environment, Land, Water and Planning",-36.33352883,144.6446532
BAMAWM @ DARGON'S,406750,"VIC - Department of Environment, Land, Water and Planning",-36.12873992,144.600682
BAMAWM MAIN D/S W'GA,406751,"VIC - Department of Environment, Land, Water and Planning",-36.31453986,144.6242542
BAMAWM MD @ DINGEE,406745,"VIC - Department of Environment, Land, Water and Planning",-36.37144444,144.6625
BAMAWN DR RICHARDSON,406758,"VIC - Department of Environment, Land, Water and Planning",-36.04050133,144.5788256
BANCROFT PARK,EVA531,QLD - Brisbane City Council,-27.444443,153.005302
BANGHOLME EUMM'NG CK,228388A,VIC - Melbourne Water Corporation (Melbourne Water),-38.041518,145.186759
BARABA@THIRLMERE,212065,NSW - NSW Department of Industry – Lands and Water,-34.23112736,150.5358135
BARADINE @ KIENBRI 2,419072,NSW - NSW Department of Industry – Lands and Water,-30.8501,149.0331
BARADINE CK @ GWABGR,419105,NSW - NSW Department of Industry – Lands and Water,-30.60781667,148.9567167
BARBER @ SANDY BR.,409111,NSW - NSW Department of Industry – Lands and Water,-35.50686153,144.0781365
BARHAM EAST @ APOLLO,235214,"VIC - Department of Environment, Land, Water and Planning",-38.72833333,143.63
BARHAM EAST @ APOLLO,235233,"VIC - Department of Environment, Land, Water and Planning",-38.75502396,143.6249731
BARHAM WEST @ APOLLO,235221,"VIC - Department of Environment, Land, Water and Planning",-38.76666667,143.63
BARKLY @ GLENCAIRN,225217,"VIC - Department of Environment, Land, Water and Planning",-37.56089469,146.5663437
BARNARD @ BARRY,208009,NSW - NSW Department of Industry – Lands and Water,-31.5795,151.3154
BARNARD @ MACKAY,208011,NSW - NSW Department of Industry – Lands and Water,-31.77137442,151.8991841
BARNARD D/S BACK RV,208024,NSW - NSW Department of Industry – Lands and Water,-31.5589418,151.3441963
BARNARD MEASURE WEIR,208027,NSW - NSW Department of Industry – Lands and Water,-31.6583,151.506
BARR,600167,NSW - Snowy Hydro Limited,-36.305,148.4802778
BARR @ CAPELS FLUME,407252,"VIC - Department of Environment, Land, Water and Planning",-35.60466,143.93106
BARR @ SCHWENKES RD,407283,"VIC - Department of Environment, Land, Water and Planning",-35.75777148,144.10546
BARR CK @ PUMPS,407317,"VIC - Department of Environment, Land, Water and Planning",-35.55815561,143.8519346
BARREN BOX OUTFALL,410167,NSW - NSW Department of Industry – Lands and Water,-34.1841,145.7131
BARRINGO @ BARRINGO,230212,"VIC - Department of Environment, Land, Water and Planning",-37.42166667,144.6183333
BARRINGO @ SANATORIU,230224,"VIC - Department of Environment, Land, Water and Planning",-37.37833333,144.6166667
BARRINGO CREEK,230209,"VIC - Department of Environment, Land, Water and Planning",-37.41050387,144.6260551
BARRINGTON BOBS XING,208001,NSW - NSW Department of Industry – Lands and Water,-32.0283531,151.4670793
BARRINGTON LAKE - AT DAM,604.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.35722222,146.2644722
BARRINGTON@RELFS RD,208031,NSW - NSW Department of Industry – Lands and Water,-31.97743914,151.9504535
BARWIDGEE @ MYRTLE,403236,"VIC - Department of Environment, Land, Water and Planning",-36.50666667,146.7783333
BARWON @ BEEMERY,422028,NSW - NSW Department of Industry – Lands and Water,-29.9421,146.4431
BARWON @ BOOROOMA,422026,NSW - NSW Department of Industry – Lands and Water,-30.10403611,147.4664361
BARWON @ BREWARRINA,422002,NSW - NSW Department of Industry – Lands and Water,-29.94716667,146.8637167
BARWON @ DANGAR BDGE,422001,NSW - NSW Department of Industry – Lands and Water,-30.01531667,148.06075
BARWON @ FORREST,233214,"VIC - Department of Environment, Land, Water and Planning",-38.53298808,143.7292796
BARWON @ GEELONG,233217,"VIC - Department of Environment, Land, Water and Planning",-38.16360559,144.3468922
BARWON @ GEERA,422027,NSW - NSW Department of Industry – Lands and Water,-30.14343333,147.3768667
BARWON @ INVERLEIGH,233218B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.14925264,143.9903598
BARWON @ INVERLEIGH,233218,"VIC - Department of Environment, Land, Water and Planning",-38.14925264,143.9903598
BARWON @ MOGIL MOGIL,422004,NSW - NSW Department of Industry – Lands and Water,-29.353,148.6885
BARWON @ RICKETTS,233224A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.32521467,143.8335511
BARWON @ RICKETTS,233224,"VIC - Department of Environment, Land, Water and Planning",-38.32521467,143.8335511
BARWON @ TARA,422025,NSW - NSW Department of Industry – Lands and Water,-29.84430556,148.2735806
BARWON @COLLARENEBRI,422003,NSW - NSW Department of Industry – Lands and Water,-29.547141,148.576104
BARWON POLLOCKSFORD,233200B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.14339597,144.1871004
BARWON POLLOCKSFORD,233200,"VIC - Department of Environment, Land, Water and Planning",-38.14339597,144.1871004
BARWON R @ KILDEAN,233247,"VIC - Department of Environment, Land, Water and Planning",-38.29928,143.9375
BARWON R @ KILDEAN,233247A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.29928,143.9375
BARWON R @ MUNGINDI,416001,NSW - NSW Department of Industry – Lands and Water,-28.9762,148.9848
BARWON R U/S BARRAGE,233269,"VIC - Department of Environment, Land, Water and Planning",-38.21392033,144.4110743
BARWON U/S PRESBURY,416050,NSW - NSW Department of Industry – Lands and Water,-29.1215,148.8085
BARWON WINCHELSEA,233201,"VIC - Department of Environment, Land, Water and Planning",-38.24176878,143.9917335
BASS @ GLEN FORBES S,227231,"VIC - Department of Environment, Land, Water and Planning",-38.46690301,145.5151703
BASS @ LOCH,227219,"VIC - Department of Environment, Land, Water and Planning",-38.35761263,145.7250841
BASS RIV-GLEN FORBES,227231A,VIC - Melbourne Water Corporation (Melbourne Water),-38.4672,145.515
BASS RIV-LOCH,227219A,VIC - Melbourne Water Corporation (Melbourne Water),-38.3577,145.725
BAYSWATER @ LIDDELL,210110,NSW - NSW Department of Industry – Lands and Water,-32.38931416,151.0004519
BAYSWATER D/S LIDDEL,210059,NSW - NSW Department of Industry – Lands and Water,-32.4015,151.0226
BAYSWATER U/S HUNTER,210133,NSW - NSW Department of Industry – Lands and Water,-32.4818,151.027
BEACONSFIELD MR WH90,228268A,VIC - Melbourne Water Corporation (Melbourne Water),-38.02938666,145.4085073
BEALE CH BULLY PARK,232713,"VIC - Department of Environment, Land, Water and Planning",-37.54738089,144.0266458
BEALE CH BULLY PARK,232713A,VIC - Central Highlands Water,-37.54738089,144.0266458
BEALE-PINCOTT CH.,233708A,VIC - Central Highlands Water,-37.5481,143.96851
BEALE-PINCOTT CH.,233708,"VIC - Department of Environment, Land, Water and Planning",-37.5481,143.96851
BEARDY @ HAYSTACK,416008,NSW - NSW Department of Industry – Lands and Water,-29.2179,151.3838
BEAVERS CK MUNDOWEY,410137,NSW - NSW Department of Industry – Lands and Water,-35.0637,147.1246
BEAZLEY'S BRIDGE,415224,"VIC - Department of Environment, Land, Water and Planning",-36.6985,143.16734
BEGA @ BARRAGE,219065,NSW - NSW Department of Industry – Lands and Water,-36.7092956,149.8836552
BEGA @ DARCEYS,219063,NSW - NSW Department of Industry – Lands and Water,-36.67862034,149.862751
BEGA R WARRAGUBURRA,219026,NSW - NSW Department of Industry – Lands and Water,-36.7016,149.872
BEGA RIVER @ BEGA,219900,NSW - NSW Department of Industry – Lands and Water,-36.6693,149.8299
BEGA RIVER @ KANOONA,219032,NSW - NSW Department of Industry – Lands and Water,-36.73,149.7975
BEGA RV @ ENTRANCE,219410,NSW - NSW Department of Industry – Lands and Water,-36.70259102,149.9780155
BEGALIA CK @ BEGALIA,412135,NSW - NSW Department of Industry – Lands and Water,-34.6719,148.9626
BELAR CK @ WARKTON,420003,NSW - NSW Department of Industry – Lands and Water,-31.385333,149.203116
BELL @ GOWAN GREEN,421027,NSW - NSW Department of Industry – Lands and Water,-32.8006,148.9803
BELL @ MOLONG,421050,NSW - NSW Department of Industry – Lands and Water,-33.0309,148.9509
BELL @ NEWREA,421018,NSW - NSW Department of Industry – Lands and Water,-32.6793,148.949
BELL @ WELLINGTON,421008,NSW - NSW Department of Industry – Lands and Water,-32.5554,148.9409
